
========================================================================
  HCPB  |  0.1 kg/m³
========================================================================

  Total (n,gamma) rate:  A = 3.473363e-05   C = 2.307272e-05   C/A = 0.6643
  Flux mode energy:     A = 1.4000e+07 eV   C = 1.4000e+07 eV
  (n,gamma) mode energy: A = 3.6326e+01 eV   C = 6.6073e+01 eV
  Bins where C > A:  597 / 1231

   Bin      E_lo [eV]      E_hi [eV]         Rate A         Rate C          C - A        C/A
   618     1.4979e+01     1.5328e+01     2.2894e-08     2.4032e-08     1.1375e-09     1.0497
   620     1.5685e+01     1.6050e+01     1.9399e-08     3.5080e-08     1.5681e-08     1.8084
   621     1.6050e+01     1.6424e+01     1.5626e-08     4.6503e-08     3.0877e-08     2.9760
   622     1.6424e+01     1.6806e+01     1.3363e-08     3.4371e-08     2.1008e-08     2.5721
   623     1.6806e+01     1.7197e+01     2.5804e-08     5.1912e-08     2.6107e-08     2.0117
   624     1.7197e+01     1.7597e+01     2.0885e-08     7.5312e-08     5.4427e-08     3.6060
   625     1.7597e+01     1.8007e+01     3.3483e-08     7.2391e-08     3.8908e-08     2.1620
   626     1.8007e+01     1.8426e+01     2.1088e-08     8.3911e-08     6.2823e-08     3.9791
   627     1.8426e+01     1.8855e+01     2.9219e-08     4.4823e-08     1.5605e-08     1.5341
   628     1.8855e+01     1.9294e+01     1.3907e-07     1.8808e-07     4.9013e-08     1.3524
   629     1.9294e+01     1.9743e+01     4.0406e-07     4.6258e-07     5.8526e-08     1.1448
   630     1.9743e+01     2.0202e+01     4.0841e-07     1.0717e-06     6.6332e-07     2.6242
   633     2.1154e+01     2.1646e+01     3.8769e-06     4.5906e-06     7.1372e-07     1.1841
   634     2.1646e+01     2.2150e+01     7.1451e-07     8.8281e-07     1.6830e-07     1.2355
   637     2.3193e+01     2.3733e+01     1.9172e-07     3.4607e-07     1.5435e-07     1.8051
   638     2.3733e+01     2.4285e+01     1.5923e-07     2.5874e-07     9.9513e-08     1.6250
   639     2.4285e+01     2.4851e+01     1.0947e-07     1.9836e-07     8.8892e-08     1.8120
   640     2.4851e+01     2.5429e+01     7.7370e-08     1.5977e-07     8.2404e-08     2.0651
   641     2.5429e+01     2.6021e+01     6.7214e-08     1.5919e-07     9.1974e-08     2.3684
   642     2.6021e+01     2.6627e+01     6.2338e-08     8.2198e-08     1.9859e-08     1.3186
   643     2.6627e+01     2.7246e+01     7.1294e-08     9.8517e-08     2.7223e-08     1.3818
   644     2.7246e+01     2.7880e+01     8.2850e-08     1.2234e-07     3.9491e-08     1.4767
   645     2.7880e+01     2.8529e+01     8.2246e-08     1.0335e-07     2.1105e-08     1.2566
   646     2.8529e+01     2.9193e+01     1.2763e-07     1.3691e-07     9.2819e-09     1.0727
   647     2.9193e+01     2.9873e+01     1.0845e-07     1.3177e-07     2.3326e-08     1.2151
   648     2.9873e+01     3.0568e+01     1.0522e-07     1.7480e-07     6.9579e-08     1.6613
   649     3.0568e+01     3.1280e+01     1.5289e-07     1.8966e-07     3.6770e-08     1.2405
   651     3.2008e+01     3.2753e+01     2.9260e-07     3.8930e-07     9.6697e-08     1.3305
   652     3.2753e+01     3.3515e+01     4.0298e-07     5.0031e-07     9.7325e-08     1.2415
   653     3.3515e+01     3.4295e+01     6.0791e-07     7.9003e-07     1.8212e-07     1.2996
   654     3.4295e+01     3.5094e+01     1.3595e-06     2.0348e-06     6.7528e-07     1.4967
   655     3.5094e+01     3.5910e+01     3.0939e-06     5.7188e-06     2.6249e-06     1.8484
   656     3.5910e+01     3.6746e+01     2.8690e-05     4.2724e-05     1.4034e-05     1.4892
   657     3.6746e+01     3.7602e+01     2.4376e-05     2.5469e-05     1.0933e-06     1.0449
   658     3.7602e+01     3.8477e+01     3.0403e-06     4.2978e-06     1.2575e-06     1.4136
   659     3.8477e+01     3.9372e+01     9.2227e-07     1.1053e-06     1.8305e-07     1.1985
   660     3.9372e+01     4.0289e+01     5.7501e-07     6.3913e-07     6.4128e-08     1.1115
   661     4.0289e+01     4.1226e+01     3.6000e-07     5.0961e-07     1.4961e-07     1.4156
   662     4.1226e+01     4.2186e+01     2.4448e-07     3.5815e-07     1.1367e-07     1.4650
   663     4.2186e+01     4.3168e+01     1.5532e-07     2.0598e-07     5.0655e-08     1.3261
   664     4.3168e+01     4.4173e+01     1.4144e-07     1.7099e-07     2.9557e-08     1.2090
   666     4.5201e+01     4.6253e+01     1.0921e-07     1.7184e-07     6.2630e-08     1.5735
   667     4.6253e+01     4.7330e+01     1.0111e-07     1.5177e-07     5.0663e-08     1.5011
   668     4.7330e+01     4.8431e+01     8.7255e-08     1.1261e-07     2.5352e-08     1.2905
   669     4.8431e+01     4.9558e+01     1.0091e-07     1.2484e-07     2.3937e-08     1.2372
   670     4.9558e+01     5.0712e+01     1.0704e-07     1.5020e-07     4.3162e-08     1.4032
   672     5.1892e+01     5.3100e+01     6.4604e-08     9.5800e-08     3.1195e-08     1.4829
   673     5.3100e+01     5.4336e+01     9.0985e-08     9.3204e-08     2.2184e-09     1.0244
   675     5.5601e+01     5.6895e+01     9.8108e-08     1.1003e-07     1.1925e-08     1.1215
   676     5.6895e+01     5.8219e+01     1.2599e-07     1.3840e-07     1.2411e-08     1.0985
   677     5.8219e+01     5.9574e+01     1.4761e-07     1.7390e-07     2.6284e-08     1.1781
   678     5.9574e+01     6.0961e+01     1.9173e-07     2.8657e-07     9.4840e-08     1.4946
   679     6.0961e+01     6.2380e+01     2.8766e-07     4.7003e-07     1.8237e-07     1.6340
   683     6.6838e+01     6.8394e+01     3.5561e-06     3.8595e-06     3.0343e-07     1.0853
   684     6.8394e+01     6.9986e+01     7.7767e-07     9.3232e-07     1.5464e-07     1.1989
   685     6.9986e+01     7.1615e+01     3.5758e-07     3.7521e-07     1.7624e-08     1.0493
   686     7.1615e+01     7.3281e+01     2.6250e-07     3.3493e-07     7.2436e-08     1.2760
   687     7.3281e+01     7.4987e+01     1.4697e-07     1.6053e-07     1.3555e-08     1.0922
   688     7.4987e+01     7.6733e+01     1.1563e-07     1.7352e-07     5.7890e-08     1.5006
   689     7.6733e+01     7.8519e+01     1.5057e-07     1.6100e-07     1.0435e-08     1.0693
   691     8.0346e+01     8.2216e+01     3.3190e-05     4.8542e-05     1.5353e-05     1.4626
   692     8.2216e+01     8.4130e+01     6.4787e-07     7.1231e-07     6.4435e-08     1.0995
   693     8.4130e+01     8.6088e+01     1.5008e-07     1.9885e-07     4.8775e-08     1.3250
   694     8.6088e+01     8.8092e+01     1.4568e-07     1.7216e-07     2.6480e-08     1.1818
   695     8.8092e+01     9.0142e+01     4.2093e-06     4.3160e-06     1.0666e-07     1.0253
   696     9.0142e+01     9.2240e+01     1.9539e-07     2.6982e-07     7.4437e-08     1.3810
   697     9.2240e+01     9.4387e+01     5.1272e-07     6.6185e-07     1.4914e-07     1.2909
   698     9.4387e+01     9.6584e+01     4.4546e-07     6.7746e-07     2.3200e-07     1.5208
   699     9.6584e+01     9.8832e+01     1.3175e-06     1.7606e-06     4.4311e-07     1.3363
   700     9.8832e+01     1.0113e+02     5.5047e-06     6.7307e-06     1.2260e-06     1.2227
   701     1.0113e+02     1.0349e+02     1.0795e-04     1.1404e-04     6.0951e-06     1.0565
   702     1.0349e+02     1.0590e+02     9.1327e-06     1.1650e-05     2.5175e-06     1.2757
   703     1.0590e+02     1.0836e+02     1.4916e-06     1.8854e-06     3.9377e-07     1.2640
   704     1.0836e+02     1.1088e+02     7.9680e-07     1.0878e-06     2.9098e-07     1.3652
   705     1.1088e+02     1.1346e+02     1.0230e-06     1.2103e-06     1.8726e-07     1.1830
   706     1.1346e+02     1.1610e+02     6.2289e-06     7.6209e-06     1.3920e-06     1.2235
   707     1.1610e+02     1.1881e+02     1.3376e-04     1.3725e-04     3.4903e-06     1.0261
   708     1.1881e+02     1.2157e+02     1.6317e-06     1.9776e-06     3.4582e-07     1.2119
   709     1.2157e+02     1.2440e+02     4.4081e-07     5.7795e-07     1.3714e-07     1.3111
   710     1.2440e+02     1.2730e+02     1.0381e-06     1.3354e-06     2.9725e-07     1.2863
   711     1.2730e+02     1.3026e+02     1.7572e-07     2.1011e-07     3.4384e-08     1.1957
   712     1.3026e+02     1.3329e+02     2.7682e-07     3.8989e-07     1.1308e-07     1.4085
   713     1.3329e+02     1.3639e+02     3.6403e-07     4.6174e-07     9.7708e-08     1.2684
   714     1.3639e+02     1.3957e+02     1.2123e-07     1.6796e-07     4.6735e-08     1.3855
   715     1.3957e+02     1.4282e+02     1.2891e-07     1.5905e-07     3.0146e-08     1.2339
   716     1.4282e+02     1.4614e+02     3.3565e-05     4.0713e-05     7.1479e-06     1.2130
   717     1.4614e+02     1.4954e+02     3.1228e-06     3.8653e-06     7.4251e-07     1.2378
   718     1.4954e+02     1.5302e+02     2.2207e-06     3.3115e-06     1.0907e-06     1.4912
   719     1.5302e+02     1.5659e+02     2.7296e-07     3.0676e-07     3.3801e-08     1.1238
   720     1.5659e+02     1.6023e+02     9.5882e-07     1.1791e-06     2.2027e-07     1.2297
   721     1.6023e+02     1.6396e+02     4.5188e-07     6.2010e-07     1.6822e-07     1.3723
   722     1.6396e+02     1.6778e+02     9.3676e-05     1.1031e-04     1.6638e-05     1.1776
   723     1.6778e+02     1.7168e+02     4.0293e-07     5.5516e-07     1.5222e-07     1.3778
   724     1.7168e+02     1.7568e+02     2.6155e-06     3.1237e-06     5.0823e-07     1.1943
   725     1.7568e+02     1.7977e+02     8.4786e-07     9.4683e-07     9.8973e-08     1.1167
   726     1.7977e+02     1.8395e+02     1.9160e-06     2.3437e-06     4.2771e-07     1.2232
   727     1.8395e+02     1.8823e+02     1.7439e-05     2.1446e-05     4.0076e-06     1.2298
   728     1.8823e+02     1.9261e+02     1.1962e-04     1.4707e-04     2.7444e-05     1.2294
   729     1.9261e+02     1.9710e+02     6.0558e-06     6.9470e-06     8.9113e-07     1.1472
   730     1.9710e+02     2.0168e+02     4.2015e-06     5.3546e-06     1.1531e-06     1.2745
   731     2.0168e+02     2.0638e+02     4.8203e-06     6.4026e-06     1.5823e-06     1.3283
   733     2.1118e+02     2.1610e+02     4.9109e-06     5.8323e-06     9.2135e-07     1.1876
   734     2.1610e+02     2.2113e+02     1.8719e-06     2.1080e-06     2.3618e-07     1.1262
   735     2.2113e+02     2.2628e+02     4.9223e-07     5.5071e-07     5.8478e-08     1.1188
   736     2.2628e+02     2.3154e+02     8.9562e-07     1.0348e-06     1.3917e-07     1.1554
   737     2.3154e+02     2.3693e+02     5.6833e-05     5.7877e-05     1.0435e-06     1.0184
   739     2.4245e+02     2.4809e+02     8.7444e-06     9.1303e-06     3.8593e-07     1.0441
   740     2.4809e+02     2.5386e+02     2.1654e-06     2.9310e-06     7.6559e-07     1.3536
   741     2.5386e+02     2.5977e+02     4.0485e-06     4.5080e-06     4.5951e-07     1.1135
   742     2.5977e+02     2.6582e+02     1.2959e-05     1.4683e-05     1.7238e-06     1.1330
   743     2.6582e+02     2.7201e+02     2.2410e-06     2.7828e-06     5.4180e-07     1.2418
   744     2.7201e+02     2.7834e+02     2.6922e-04     3.0520e-04     3.5975e-05     1.1336
   745     2.7834e+02     2.8482e+02     6.0367e-06     6.8821e-06     8.4543e-07     1.1400
   746     2.8482e+02     2.9145e+02     2.3379e-04     2.4429e-04     1.0504e-05     1.0449
   747     2.9145e+02     2.9823e+02     5.3541e-05     6.5390e-05     1.1849e-05     1.2213
   748     2.9823e+02     3.0517e+02     3.5374e-07     4.1339e-07     5.9643e-08     1.1686
   749     3.0517e+02     3.1227e+02     4.5007e-05     5.4531e-05     9.5247e-06     1.2116
   750     3.1227e+02     3.1954e+02     1.2036e-06     1.3720e-06     1.6840e-07     1.1399
   751     3.1954e+02     3.2698e+02     1.5454e-06     1.9378e-06     3.9235e-07     1.2539
   752     3.2698e+02     3.3459e+02     2.4403e-06     2.7976e-06     3.5736e-07     1.1464
   753     3.3459e+02     3.4238e+02     5.7248e-06     6.4565e-06     7.3163e-07     1.1278
   754     3.4238e+02     3.5035e+02     2.5451e-04     2.7086e-04     1.6354e-05     1.0643
   755     3.5035e+02     3.5850e+02     1.3704e-05     1.5360e-05     1.6554e-06     1.1208
   756     3.5850e+02     3.6685e+02     5.8956e-07     6.4794e-07     5.8374e-08     1.0990
   757     3.6685e+02     3.7538e+02     3.0602e-06     3.3881e-06     3.2786e-07     1.1071
   758     3.7538e+02     3.8412e+02     4.8652e-05     5.0690e-05     2.0382e-06     1.0419
   759     3.8412e+02     3.9306e+02     1.1830e-06     1.3639e-06     1.8090e-07     1.1529
   760     3.9306e+02     4.0221e+02     1.9016e-04     1.9925e-04     9.0858e-06     1.0478
   761     4.0221e+02     4.1157e+02     3.2474e-04     3.6025e-04     3.5513e-05     1.1094
   762     4.1157e+02     4.2115e+02     6.1898e-06     6.7433e-06     5.5348e-07     1.0894
   763     4.2115e+02     4.3096e+02     6.4520e-07     7.4469e-07     9.9493e-08     1.1542
   764     4.3096e+02     4.4099e+02     2.7064e-04     2.7853e-04     7.8885e-06     1.0291
   765     4.4099e+02     4.5125e+02     3.3514e-06     3.5097e-06     1.5824e-07     1.0472
   766     4.5125e+02     4.6175e+02     2.0516e-05     2.2989e-05     2.4737e-06     1.1206
   767     4.6175e+02     4.7250e+02     1.7240e-04     1.8275e-04     1.0352e-05     1.0600
   768     4.7250e+02     4.8350e+02     1.3673e-04     1.5183e-04     1.5098e-05     1.1104
   769     4.8350e+02     4.9475e+02     3.8552e-05     4.3912e-05     5.3603e-06     1.1390
   770     4.9475e+02     5.0627e+02     5.2163e-06     5.6593e-06     4.4301e-07     1.0849
   771     5.0627e+02     5.1805e+02     1.3527e-04     1.4218e-04     6.9080e-06     1.0511
   773     5.3011e+02     5.4245e+02     3.9007e-04     4.0307e-04     1.2996e-05     1.0333
   774     5.4245e+02     5.5508e+02     7.5921e-06     8.2133e-06     6.2124e-07     1.0818
   775     5.5508e+02     5.6800e+02     3.5017e-05     3.9622e-05     4.6046e-06     1.1315
   776     5.6800e+02     5.8122e+02     3.6465e-04     3.9344e-04     2.8789e-05     1.0790
   777     5.8122e+02     5.9475e+02     1.6845e-04     1.7062e-04     2.1678e-06     1.0129
   779     6.0859e+02     6.2275e+02     3.7694e-04     3.8833e-04     1.1390e-05     1.0302
   780     6.2275e+02     6.3725e+02     2.1080e-04     2.4569e-04     3.4896e-05     1.1655
   781     6.3725e+02     6.5208e+02     3.8034e-06     4.2897e-06     4.8626e-07     1.1278
   782     6.5208e+02     6.6726e+02     3.4443e-04     3.5065e-04     6.2196e-06     1.0181
   783     6.6726e+02     6.8279e+02     3.4959e-05     3.8107e-05     3.1479e-06     1.0900
   784     6.8279e+02     6.9868e+02     3.7229e-04     3.9573e-04     2.3439e-05     1.0630
   785     6.9868e+02     7.1494e+02     3.7828e-04     4.0916e-04     3.0884e-05     1.0816
   786     7.1494e+02     7.3159e+02     8.8415e-05     9.4221e-05     5.8062e-06     1.0657
   787     7.3159e+02     7.4861e+02     7.9599e-05     8.9610e-05     1.0010e-05     1.1258
   788     7.4861e+02     7.6604e+02     2.0633e-04     2.1572e-04     9.3933e-06     1.0455
   789     7.6604e+02     7.8387e+02     8.7420e-05     9.5893e-05     8.4731e-06     1.0969
   790     7.8387e+02     8.0211e+02     1.9744e-04     2.1904e-04     2.1604e-05     1.1094
   791     8.0211e+02     8.2078e+02     9.2141e-05     9.4370e-05     2.2288e-06     1.0242
   792     8.2078e+02     8.3989e+02     2.9869e-04     3.1206e-04     1.3372e-05     1.0448
   793     8.3989e+02     8.5944e+02     7.6716e-04     8.0338e-04     3.6214e-05     1.0472
   794     8.5944e+02     8.7944e+02     1.4377e-04     1.6167e-04     1.7899e-05     1.1245
   795     8.7944e+02     8.9991e+02     2.1901e-05     2.4470e-05     2.5692e-06     1.1173
   796     8.9991e+02     9.2086e+02     4.3412e-04     4.5070e-04     1.6582e-05     1.0382
   797     9.2086e+02     9.4229e+02     6.0825e-04     6.5722e-04     4.8972e-05     1.0805
   799     9.6422e+02     9.8667e+02     5.2864e-05     5.8214e-05     5.3507e-06     1.1012
   801     1.0096e+03     1.0331e+03     2.8164e-04     3.0940e-04     2.7755e-05     1.0985
   802     1.0331e+03     1.0572e+03     3.6840e-04     3.9850e-04     3.0101e-05     1.0817
   803     1.0572e+03     1.0818e+03     1.0378e-04     1.1648e-04     1.2700e-05     1.1224
   804     1.0818e+03     1.1070e+03     4.1809e-04     4.5962e-04     4.1528e-05     1.0993
   805     1.1070e+03     1.1327e+03     4.5484e-04     4.6599e-04     1.1150e-05     1.0245
   807     1.1591e+03     1.1861e+03     7.9944e-04     8.3843e-04     3.8994e-05     1.0488
   808     1.1861e+03     1.2137e+03     5.5876e-04     6.0111e-04     4.2354e-05     1.0758
   809     1.2137e+03     1.2419e+03     5.3083e-05     5.7622e-05     4.5396e-06     1.0855
   810     1.2419e+03     1.2708e+03     6.2090e-04     6.3507e-04     1.4173e-05     1.0228
   811     1.2708e+03     1.3004e+03     4.1756e-04     4.3573e-04     1.8175e-05     1.0435
   812     1.3004e+03     1.3307e+03     1.1718e-04     1.2081e-04     3.6336e-06     1.0310
   813     1.3307e+03     1.3617e+03     4.3252e-05     4.8523e-05     5.2706e-06     1.1219
   814     1.3617e+03     1.3934e+03     1.1374e-04     1.1869e-04     4.9481e-06     1.0435
   815     1.3934e+03     1.4258e+03     7.7244e-04     8.0224e-04     2.9803e-05     1.0386
   816     1.4258e+03     1.4590e+03     5.3911e-04     5.6071e-04     2.1592e-05     1.0401
   817     1.4590e+03     1.4929e+03     3.3771e-04     3.4723e-04     9.5178e-06     1.0282
   818     1.4929e+03     1.5277e+03     3.2450e-04     3.3273e-04     8.2262e-06     1.0254
   819     1.5277e+03     1.5632e+03     2.0195e-04     2.2266e-04     2.0714e-05     1.1026
   820     1.5632e+03     1.5996e+03     3.7656e-04     3.8862e-04     1.2060e-05     1.0320
   821     1.5996e+03     1.6369e+03     3.9183e-04     4.0678e-04     1.4945e-05     1.0381
   822     1.6369e+03     1.6750e+03     5.8185e-04     6.0171e-04     1.9863e-05     1.0341
   823     1.6750e+03     1.7139e+03     6.0800e-04     6.3787e-04     2.9877e-05     1.0491
   824     1.7139e+03     1.7538e+03     2.5278e-04     2.7038e-04     1.7601e-05     1.0696
   825     1.7538e+03     1.7947e+03     7.4000e-04     7.4760e-04     7.6011e-06     1.0103
   826     1.7947e+03     1.8364e+03     2.8275e-04     3.0059e-04     1.7834e-05     1.0631
   827     1.8364e+03     1.8792e+03     2.0010e-04     2.1602e-04     1.5926e-05     1.0796
   828     1.8792e+03     1.9229e+03     6.6983e-04     7.1189e-04     4.2057e-05     1.0628
   829     1.9229e+03     1.9677e+03     1.9425e-04     2.0980e-04     1.5553e-05     1.0801
   830     1.9677e+03     2.0135e+03     3.9782e-04     3.9797e-04     1.5129e-07     1.0004
   831     2.0135e+03     2.0603e+03     5.4894e-04     5.6108e-04     1.2136e-05     1.0221
   832     2.0603e+03     2.1083e+03     5.8625e-04     6.1844e-04     3.2184e-05     1.0549
   833     2.1083e+03     2.1574e+03     5.8989e-04     6.1398e-04     2.4092e-05     1.0408
   834     2.1574e+03     2.2076e+03     5.2201e-04     5.4155e-04     1.9537e-05     1.0374
   835     2.2076e+03     2.2590e+03     1.3432e-04     1.4016e-04     5.8460e-06     1.0435
   836     2.2590e+03     2.3115e+03     8.6651e-04     9.1077e-04     4.4264e-05     1.0511
   837     2.3115e+03     2.3653e+03     7.5939e-04     7.9737e-04     3.7981e-05     1.0500
   838     2.3653e+03     2.4204e+03     4.8775e-04     5.1315e-04     2.5402e-05     1.0521
   839     2.4204e+03     2.4767e+03     6.7281e-04     7.0794e-04     3.5128e-05     1.0522
   840     2.4767e+03     2.5344e+03     4.7104e-04     4.9121e-04     2.0173e-05     1.0428
   841     2.5344e+03     2.5934e+03     6.4366e-04     6.6174e-04     1.8084e-05     1.0281
   842     2.5934e+03     2.6537e+03     5.2702e-04     5.5052e-04     2.3499e-05     1.0446
   843     2.6537e+03     2.7155e+03     5.3228e-04     5.6146e-04     2.9177e-05     1.0548
   844     2.7155e+03     2.7787e+03     6.7369e-04     6.9805e-04     2.4356e-05     1.0362
   845     2.7787e+03     2.8434e+03     5.4232e-04     5.7890e-04     3.6581e-05     1.0675
   846     2.8434e+03     2.9096e+03     5.7579e-04     5.9595e-04     2.0156e-05     1.0350
   847     2.9096e+03     2.9773e+03     5.8224e-04     6.1387e-04     3.1632e-05     1.0543
   848     2.9773e+03     3.0466e+03     5.4381e-04     5.7466e-04     3.0844e-05     1.0567
   849     3.0466e+03     3.1175e+03     5.8453e-04     6.1444e-04     2.9911e-05     1.0512
   850     3.1175e+03     3.1901e+03     7.6244e-04     8.1549e-04     5.3054e-05     1.0696
   851     3.1901e+03     3.2643e+03     6.5953e-04     6.9383e-04     3.4297e-05     1.0520
   852     3.2643e+03     3.3403e+03     1.0668e-03     1.1079e-03     4.1099e-05     1.0385
   853     3.3403e+03     3.4180e+03     6.5984e-04     6.9853e-04     3.8692e-05     1.0586
   854     3.4180e+03     3.4976e+03     6.0529e-04     6.2588e-04     2.0590e-05     1.0340
   855     3.4976e+03     3.5790e+03     4.7308e-04     4.9607e-04     2.2993e-05     1.0486
   856     3.5790e+03     3.6623e+03     6.1448e-04     6.5733e-04     4.2841e-05     1.0697
   857     3.6623e+03     3.7476e+03     6.9466e-04     7.3407e-04     3.9408e-05     1.0567
   858     3.7476e+03     3.8348e+03     4.5750e-04     4.8171e-04     2.4210e-05     1.0529
   859     3.8348e+03     3.9240e+03     7.0480e-04     7.3379e-04     2.8989e-05     1.0411
   860     3.9240e+03     4.0154e+03     5.0645e-04     5.2026e-04     1.3811e-05     1.0273
   861     4.0154e+03     4.1088e+03     5.7754e-04     6.0184e-04     2.4301e-05     1.0421
   862     4.1088e+03     4.2045e+03     6.5371e-04     6.8574e-04     3.2027e-05     1.0490
   863     4.2045e+03     4.3023e+03     4.8620e-04     5.0243e-04     1.6224e-05     1.0334
   864     4.3023e+03     4.4025e+03     7.4280e-04     7.7580e-04     3.2998e-05     1.0444
   865     4.4025e+03     4.5049e+03     3.7645e-04     3.9787e-04     2.1417e-05     1.0569
   866     4.5049e+03     4.6098e+03     5.2143e-04     5.4808e-04     2.6654e-05     1.0511
   867     4.6098e+03     4.7171e+03     7.3816e-04     7.7632e-04     3.8157e-05     1.0517
   868     4.7171e+03     4.8269e+03     7.7403e-04     8.1306e-04     3.9031e-05     1.0504
   869     4.8269e+03     4.9392e+03     8.1020e-04     8.4706e-04     3.6857e-05     1.0455
   870     4.9392e+03     5.0542e+03     6.2960e-04     6.5591e-04     2.6306e-05     1.0418
   871     5.0542e+03     5.1719e+03     6.7311e-04     7.0314e-04     3.0030e-05     1.0446
   872     5.1719e+03     5.2922e+03     6.4873e-04     6.7880e-04     3.0070e-05     1.0464
   873     5.2922e+03     5.4154e+03     5.6042e-04     5.8254e-04     2.2120e-05     1.0395
   874     5.4154e+03     5.5415e+03     8.0272e-04     8.4057e-04     3.7855e-05     1.0472
   875     5.5415e+03     5.6704e+03     5.8085e-04     6.0749e-04     2.6633e-05     1.0459
   876     5.6704e+03     5.8024e+03     8.2949e-04     8.7635e-04     4.6861e-05     1.0565
   877     5.8024e+03     5.9375e+03     8.5797e-04     8.8758e-04     2.9616e-05     1.0345
   878     5.9375e+03     6.0757e+03     8.5266e-04     8.9585e-04     4.3190e-05     1.0507
   879     6.0757e+03     6.2171e+03     7.8000e-04     8.2106e-04     4.1054e-05     1.0526
   880     6.2171e+03     6.3618e+03     7.5390e-04     7.7897e-04     2.5073e-05     1.0333
   881     6.3618e+03     6.5099e+03     6.3176e-04     6.5915e-04     2.7392e-05     1.0434
   882     6.5099e+03     6.6614e+03     5.5179e-04     5.7078e-04     1.8998e-05     1.0344
   883     6.6614e+03     6.8165e+03     6.8203e-04     7.1048e-04     2.8453e-05     1.0417
   884     6.8165e+03     6.9751e+03     9.8853e-04     1.0373e-03     4.8779e-05     1.0493
   885     6.9751e+03     7.1375e+03     5.9984e-04     6.2433e-04     2.4488e-05     1.0408
   886     7.1375e+03     7.3036e+03     7.3071e-04     7.7458e-04     4.3862e-05     1.0600
   887     7.3036e+03     7.4736e+03     6.2621e-04     6.6404e-04     3.7832e-05     1.0604
   888     7.4736e+03     7.6475e+03     5.8632e-04     6.1603e-04     2.9715e-05     1.0507
   889     7.6475e+03     7.8255e+03     6.4564e-04     6.8203e-04     3.6388e-05     1.0564
   890     7.8255e+03     8.0077e+03     6.2677e-04     6.6185e-04     3.5083e-05     1.0560
   891     8.0077e+03     8.1941e+03     4.7772e-04     4.9964e-04     2.1919e-05     1.0459
   892     8.1941e+03     8.3848e+03     5.7275e-04     6.0140e-04     2.8654e-05     1.0500
   893     8.3848e+03     8.5800e+03     6.3444e-04     6.6525e-04     3.0810e-05     1.0486
   894     8.5800e+03     8.7797e+03     6.2089e-04     6.5716e-04     3.6266e-05     1.0584
   895     8.7797e+03     8.9840e+03     7.6871e-04     8.0788e-04     3.9168e-05     1.0510
   896     8.9840e+03     9.1931e+03     9.4937e-04     9.9940e-04     5.0029e-05     1.0527
   897     9.1931e+03     9.4071e+03     4.9866e-04     5.2232e-04     2.3660e-05     1.0474
   898     9.4071e+03     9.6261e+03     9.3077e-04     9.7299e-04     4.2221e-05     1.0454
   899     9.6261e+03     9.8501e+03     7.9452e-04     8.3111e-04     3.6597e-05     1.0461
   900     9.8501e+03     1.0079e+04     9.0229e-04     9.3909e-04     3.6809e-05     1.0408
   901     1.0079e+04     1.0314e+04     9.6753e-04     1.0097e-03     4.2123e-05     1.0435
   902     1.0314e+04     1.0554e+04     7.8368e-04     8.1962e-04     3.5946e-05     1.0459
   903     1.0554e+04     1.0800e+04     7.5573e-04     7.9307e-04     3.7340e-05     1.0494
   904     1.0800e+04     1.1051e+04     8.1912e-04     8.5018e-04     3.1067e-05     1.0379
   905     1.1051e+04     1.1308e+04     9.1121e-04     9.5110e-04     3.9885e-05     1.0438
   906     1.1308e+04     1.1572e+04     8.9277e-04     9.3068e-04     3.7910e-05     1.0425
   907     1.1572e+04     1.1841e+04     8.0524e-04     8.3540e-04     3.0168e-05     1.0375
   908     1.1841e+04     1.2116e+04     8.3174e-04     8.6275e-04     3.1015e-05     1.0373
   909     1.2116e+04     1.2398e+04     8.4784e-04     8.7534e-04     2.7496e-05     1.0324
   910     1.2398e+04     1.2687e+04     8.2962e-04     8.6377e-04     3.4150e-05     1.0412
   911     1.2687e+04     1.2982e+04     9.9327e-04     1.0291e-03     3.5864e-05     1.0361
   912     1.2982e+04     1.3285e+04     9.4439e-04     9.8145e-04     3.7060e-05     1.0392
   913     1.3285e+04     1.3594e+04     1.0176e-03     1.0526e-03     3.4960e-05     1.0344
   914     1.3594e+04     1.3910e+04     1.1391e-03     1.1879e-03     4.8812e-05     1.0429
   915     1.3910e+04     1.4234e+04     9.3398e-04     9.7979e-04     4.5812e-05     1.0491
   916     1.4234e+04     1.4565e+04     8.6617e-04     9.0415e-04     3.7980e-05     1.0438
   917     1.4565e+04     1.4904e+04     8.9937e-04     9.3515e-04     3.5777e-05     1.0398
   918     1.4904e+04     1.5251e+04     9.8357e-04     1.0250e-03     4.1381e-05     1.0421
   919     1.5251e+04     1.5606e+04     8.3169e-04     8.6416e-04     3.2465e-05     1.0390
   920     1.5606e+04     1.5969e+04     9.6628e-04     1.0056e-03     3.9283e-05     1.0407
   921     1.5969e+04     1.6341e+04     9.3993e-04     9.7400e-04     3.4064e-05     1.0362
   922     1.6341e+04     1.6721e+04     9.8737e-04     1.0328e-03     4.5437e-05     1.0460
   923     1.6721e+04     1.7111e+04     8.1860e-04     8.4836e-04     2.9763e-05     1.0364
   924     1.7111e+04     1.7509e+04     9.4912e-04     9.8500e-04     3.5883e-05     1.0378
